text,label
"It seems counter productive to threaten ???â‚¬??give us your nukes or we regime change you???â‚¬?? against a country that developed nuclear weapons that can strike the US in significant part as an attempt to prevent US-led regime change. 

Would you give up your nukes in those circumstances? https://t.co/mxVti4jefH",negative
DTN Korean News: US supercarrier to lead joint drills with S. Korea off Yellow Sea: A nuclear-powered American a... http://t.co/7EQKMEKX,neutral
"Mendez, other democrats write letter to Obama over Iran nuclear issue: 2015-01-28 12:28:48
   
... http://t.co/tKhkn5IvPB #SaharTV",neutral
"History will remember that #Ukrainians from their President down stood up to tyranny while the rest of the world was held at bay by a nuclear threat.  Failure to #StandingWithUkraine today, will be worldÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s shame tomorrow.",negative
"#news #scynet 'Embarrassing' mistake puts US nuclear list online 
    (AP) http://ow.ly/aZYW",negative
"FISSION $FCU RESOURCE UPGRADE DRILLING HITS 19.0M @ 18.27% U3O8 IN 46.0M @ 8.01% U3O8 #uranium #nuclear 

https://t.co/rb35BfE1Li",neutral
"@DouglasOllivant @KevinLevin @KevinMKruse @julianzelizer @NatlParkService Most of BowieÃ¢Â€Â™s Cold War (Nuclear War) songs are in the seventies, except I think, Time Will Crawl.",neutral
@elonmusk Water and air cleaning system????????????? Nuclear proof is better.,positive
"@bendub1936 @cirnosad That's why we said their preparation for Conventional war is terribly lacking if they want to confront NATO. That leaving them only Nuclear as solution. So they'll have to escalate to Nuclear, against someone who clearly wouldn't leave them alone. You live on earth.",negative
"@washingtonpost 'Guam: Come for the beautiful beaches, stay for the nuclear annihilation!'",positive
Where #Europe has weight ??????? #EU membership and #UK interests https://t.co/ZWwIwNqOD0 #referendum #nuclear #policy @JanekLasocki @ecfr,neutral
"VIDEO: the nuclear ballistic missile sub is an ""underwater 9-story building"" https://t.co/lOQwawypgL",neutral
Former commander of UK nuclear deterrent force Rear Admiral Roger Lane-Nott ?????????????We need to be fully aware that the EU is trying to suck the UK into using our independent nuclear deterrent to provide an umbrella for them and for the U.K. to pay for it. This must not be entertained.???????????,negative
"@expat_2030 @westaustralian Rubbish the French subs were vastly over budget, years late, failing Aussie content agreements and likely to be outdated before they hit the water. Once we decided to go nuclear, going with USA tech was the only way",negative
Why are all you morons joking around about Korea approving a nuclear attack? Cause that's something to crack jokes over...,negative
"""We have to stop the sale of a nuclear bomb. And they send in someone who looks like Santa Claus's fucking wife!"" 
- Spy",negative
"Nancy Pelosi is such a good human being????????????????????????????????

Kamala Harris was hated in her own party now may receive the nuclear code. https://t.co/yAlb7jeoZU",positive
"@realDonaldTrump Now IÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢m glad you pulled out of the #JPCOA or Iranian Nuclear Deal. What you need to do now is slap additional sanctions on #Iran so devastating that they will surrender this traitor, #MonicaWitt back to the US for treason. https://t.co/DZ4P1a8qoN",negative
"Heerak told you that the #Jewish state of #Israel will drag #USA into #nuclear #WorldWar3!

You donÃ¢Â€Â™t think a nuclear war will kill millions?

@FaceTheNation @MeetThePress @CNNSOTU @NewsHour @FareedZakaria @WynnWs @jaketapper @chucktodd @margbrennan @ThisWeekABC https://t.co/7sEGljPYLd",negative
"Iran nuclear deal in sight, @StateDept official says: http://t.co/bzrKOxCSwU http://t.co/89ro2UHqyS",neutral
Now THIS is CRAY CRAY!!! https://t.co/r1mYvTf343,neutral
"Oh. An untested, unlicensed nuclear accelerator. No big whoop. #LiveTweetingOGGhostbusters",neutral
Putin and Bolton meet; discuss nuclear arms treaty and next Putin-Trump summit https://t.co/C25C6p0H3D,neutral
New to Market: The Military's Nuclear Bomb Motion Picture Studio in Hollywood Hills http://bit.ly/avnEZi via http://outside.in/90068,neutral
Vladimir Putin has invested in top-secret reinforced bunkers across Moscow: Russian media says they are being... https://t.co/iqAOrpWRaB,neutral
BBC News - Japan's Fukushima nuclear plant begins fuel rod removal http://t.co/xBWPkRxVXS,neutral
"To anyone who has quit drinking, smoking, doing drugs keep going!!! I?ÃƒÂ¢Ã¢Â€ÂšÃ‚Â¬?m proud of you. We need more positive energy and guess what don?ÃƒÂ¢Ã¢Â€ÂšÃ‚Â¬?t think your change has gone unnoticed! People are proud of you!!!",positive
@bobbyguitar5 Thank you Robert! The first 3 jobs were high school and college.  The last 2 are since I graduated college many moons agoÃ°ÂŸÂ˜Â‚ IÃ¢Â€Â™ve been doing nuclear medicine for 20 years now.,positive
Typhoon Roke spares Fukushima nuclear plant: At least 16 dead or missing and transport system in chaos as... http://t.co/RB1ikLHa #guardian,negative
"@HaydenJOConnor Why is nuclear a bad policy?

Renewable won't cut it, and we can't keep burning fossil.....what's your solving alternative?

Or are you just a keyboard-armed Muppet?",negative
"SEEMS AFTER 911 PROSTITUTE HEMA MALINI MADE SURE EVERYONE FROM INDIA SIGNED THEIR POWER OF ATTORNEY TO HER BLOODLINE=PROSTITUTE INDRANI DAS HAS THE POWER OF ATTORNEY OF DD/PREETI CHAWLA...
&amp;PROSTITUTE INDRANI DAS FELT  CONFIDENT IN HITTING ME WITH NUCLEAR ZINGERS RIGHT UPTO NOW!!",positive
"OTD 2021 celebrating ÃƒÂ°Ã…Â¸Ã‚Â¥Ã¢Â€Âš with Pittsburgh two year of war milestone. Deterring PLA nuclear ÃƒÂ¢Ã‹ÂœÃ‚Â¢ÃƒÂ¯Ã‚Â¸ submarines from North and South America East and West Coasts as well as from Australia ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Â¦ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Âº, Asia Pacific.
Happy Veterans Day ÃƒÂ°Ã…Â¸Ã‚Â«Ã‚Â¡ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Â¸ 2023! https://t.co/VNSUxFQxYo",positive
"Its a boy/girl nuclear mushrooms cuz everyone needs to know... #digitalpopart #popculture #art #parody #digitalart #digitalpopart #popculture #digitalpainting @ Tucson, Arizona https://t.co/tWMeLDA5mC",neutral
"YÃ¢Â€Â™all know #WWIII isnÃ¢Â€Â™t actually happening right? Just nuclear fallout, and the extinction of the human race. Remember what that Cold War was about?",negative
"@realDonaldTrump @realDonaldTrump @FLOTUS Good Morning! #BorderSecurity &amp; the #BorderWall are so important to the #American people that the ""Nuclear Option"" may be something @senatemajldr can consider if he can't ""Negotiate"" a deal with @SenSchumer &amp; the @SenateDems...just a thought
???????????????????????? #MASA",positive
@semicollegiate @RejectIdeology The internal combustion engine became viable because of secure sources of oil as did organic chemistry. Electricity isn??????????????t more efficient but can be more convenient. It also enables electronics and photonics which leads to nuclear and quantum theory.,positive
I had a very interesting and informative discussion with Mike Tynan yesterday ???????????€???Trawsfynydd could home reactor again as Welsh Government appoints CEO for nuclear company https://t.co/2FOPJwdFz6,positive
"awesome nuclear-peace postage stamp. 

GDR, 1950s?

#BanTheBomb https://t.co/JixMxc20ut",positive
"Would be great as vice president or POTUS, I'm at the point where any Democrat or left-leaning person knows 45 will be nuclear poison in the coming four years! https://t.co/X9ODCO9LVi",positive
"@R_P_one Traditional nuclear plants donÃ¢Â€Â™t use heat sinks, right? TheyÃ¢Â€Â™re heat exchangers, meaning heat is used to melt (ie salt or water) which is used to turn turbines.",neutral
"@ju1cii Why?
Its a literal fact the nuclear family was a white suburban dream that made wife miserable and segregated white and black people
The first black family who brought a home in a white suburb had crosses burned on their lawn and racial slurs hurld at them and their white layer",negative
"This just in from The Batts Report: ""North Korea vows to boycott 6-party nuclear talks"" - http://tinyurl.com/cv223j",neutral
"A moment of Proud, another Milestone in taking nuclear energy to mainstream Power Generation &amp; decreasing dependence on fossil #ModiWinsMTCR",positive
@Delta6470 @PLAChinaCorps @Tiny_Dhillon @AlphaWo40963407 @DesiEscobar4 @MAJORshailendra Better yet since hacking nuclear weapons and submarines is so easy just EMP the U.S and say my organization did it.,positive
"Very interesting: Kenya signs energy, transport pacts w/ Iran, is still considering nuclear: http://is.gd/lrrm",positive
@Yucca_Mountain At some point the economics of waste disposal will sink nuclear power.,negative
@realDonaldTrump Mr President you need to take action against the really dangerous regime in Iran especially as it has now been reported that they have enough material to make two nuclear bombs. Now is NOT the time for Restraint. Its time for some action co-ordinated with Israel,negative
@ThatEricAlper I had the pleasure of seeing them live with my then 2 year old daughter. An experience I will never forgot. God help whoever had to clear up in the concert hall afterwards - it was like the fallout of nuclear bomb ?????????????????,positive
Video: Peace: President Trump Says North Korea Is &amp;quot;No Longer A Nuclear Threat&amp;quot; - https://t.co/N1VW8G0OPp via @Worldstar ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Â¸ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Â¸,neutral
"@mmpadellan Yes!!! They said open drilling, more drilling here instead of asking other countries for oil- while heading toward alternatives. Nuclear is AWESOME. More nuclear plants to be builtÃƒÂ¢Ã¢Â‚Â¬Ã‚Â¦.",positive
South Korean Envoy Visits North Korea to Help Revive Nuclear Talks https://t.co/SQSF1LER25 https://t.co/qwEgmjT6Hj,neutral
"@markcurtis30 One prime example is committing to spend ??205,000,000,000 on Trident nuclear WMD renewal, when it is more than useless in protecting our national security. Terrorism, climate change and viral pandemics are now the top tier security threats????????????",negative
"@DianeNeal maybe Israel is not such a safe place to live, under the threat of one day be showered by Iranian ballistic and cruise missiles and kamikaze drones, as it is happening to Ukrainian cities and towns https://t.co/GeYWb2eTfS; https://t.co/W3tO34hknH",negative
"A new approach to nukes?: Nuclear power in the news,??here??and??overseas. Clean and powerful, offering??real??energy.. http://tinyurl.com/c6h3x4",positive
"It is all quite extraordinary that Trudeau threatens an election, during a pandemic, just because the Tories are asking tough questions! John Ivison: Trudeau??????????????s willingness to opt for nuclear option to avoid awkward questions is troubling, via @NationalPost https://t.co/rJhTEvuQSu",negative
#OnAIR #EWnews Activity detected at North Korea nuclear test site: report: http://fd.ag/caZi,neutral
One of Europe's largest battery energy storage systems is to be built at the Olkiluoto #nuclear power plant in Finland under a contract signed by Teollisuuden Voima Oyj (@tvo_fi) and Hitachi ABB Power Grids https://t.co/eFK3MiGNBJ,neutral
The .@GOP has gone insane. It's bad enough they refuse to believe they've backed a Putin asset who stole nuclear secrets but they also sacrifrice women in their quest for total political power. #BlueWave2022 https://t.co/ya2nSn1jxe,negative
Solar better than nuclear for India: Experts http://t.co/gfpMa1ssV8,positive
Kenya to own first nuclear plant by 2034 https://t.co/nXmwd9IOr7,neutral
"@PennyMordaunt Like to see you do that in 2 years, better get building those hospitals and Nuclear Power Stations.",positive
via NightWatch: There is a new normality in which north (Korea) acts as other states have acted before it: a Nuclear pwr http://bit.ly/7nM6N,neutral
"Patrick Folger, shared his view from Torrance, California https://t.co/qhEzrYQJxw",neutral
Secret government papers show taxpayers will pick up costs of Hinkley nuclear waste storage https://t.co/1NVHeZdXCQ,negative
"?????????????However, to be cost-effective for civilian use the power generated by the reactors has to compete with renewable sources such as wind and solar power. The costs of installing renewables have fallen dramatically in the last decade?????????????? ~Without safety concerns https://t.co/cwvipcCDcC",neutral
"Even if we put solar on every building in the country, weÃ¢Â€Â™ll still need a reliable base load on the grid. Unless we go all in on nuclear, fossil fuels will need to be burnt.",positive
I hope I'm not near a nuclear power plant cause god damn all this tin foil in my hair,negative
"@elonmusk apart from cost and the risk of rocket explosion in the lower or upper atmosphere, spreading dangerous radioactive materials, what else stops @SpaceX from helping the world get rid of its nuclear wastes by launching them into deep space so they can decay in peace?",negative
